Measure,Country,Sex,Age.Range,Cause,Metric,Year,Rate,GDP_ProCap_USD2010,UnemploymentRate,SuicCrime,Geo_Region,HeatDeaths,HeatWave,CivilWar,ViolentEvent,Unemployment_lag1year,Unemployment_lag2year,GDP_lag1year,GDP_lag2year,Income_2010
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2005,62.08145321,1646.343987,2.40899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.542999983,2.671999931,1582.388263,1572.863075,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2006,62.00953976,1695.727314,2.236000061,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.40899992,2.542999983,1646.343987,1582.388263,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2007,61.84422313,1784.85298,2.082999945,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.236000061,2.40899992,1695.727314,1646.343987,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2008,61.63896241,1736.786306,1.980999947,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.082999945,2.236000061,1784.85298,1695.727314,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2009,61.2087032,1811.1304,2.048000097,Misdemeanor,East Asia & Pacific,0,Normal,No,No,1.980999947,2.082999945,1736.786306,1784.85298,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2010,60.75335277,1949.352518,2.002000093,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.048000097,1.980999947,1811.1304,1736.786306,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2011,60.30591149,1928.29268,2.619999886,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.002000093,2.048000097,1949.352518,1811.1304,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2012,59.82047208,1976.098783,2.630000114,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.619999886,2.002000093,1928.29268,1949.352518,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2013,59.30895345,2010.225863,2.64199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.630000114,2.619999886,1976.098783,1928.29268,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2014,58.74946838,2237.00386,2.601000071,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.64199996,2.630000114,2010.225863,1976.098783,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2015,58.29593069,2400.503936,2.572999954,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.601000071,2.64199996,2237.00386,2010.225863,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2016,57.71623472,2448.861249,2.539000034,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.572999954,2.601000071,2400.503936,2237.00386,Lower-Middle
Deaths,Papua New Guinea,Male,35 to 39,Self-harm,Rate,2017,57.28207086,2485.529266,2.480000019,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.539000034,2.572999954,2448.861249,2400.503936,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1991,59.99492635,1490.760347,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1992,59.7550206,1658.378602,2.802000046,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,,1490.760347,,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1993,58.93938743,1915.549642,2.878000021,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.802000046,2.763999939,1658.378602,1490.760347,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1994,57.7508306,1982.658115,2.89199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.878000021,2.802000046,1915.549642,1658.378602,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1995,56.25017156,1872.11811,2.897000074,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.89199996,2.878000021,1982.658115,1915.549642,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1996,55.08526329,1968.630715,2.90899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.897000074,2.89199996,1872.11811,1982.658115,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1997,54.18246259,1845.783984,2.898999929,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.90899992,2.897000074,1968.630715,1872.11811,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1998,53.47607131,1733.21643,2.895999908,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.898999929,2.90899992,1845.783984,1968.630715,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,1999,52.79030385,1723.869456,2.934999943,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.895999908,2.898999929,1733.21643,1845.783984,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2000,51.92833455,1643.084126,2.920000076,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.934999943,2.895999908,1723.869456,1733.21643,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2001,51.495143,1606.195503,2.819999933,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.920000076,2.934999943,1643.084126,1723.869456,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2002,51.15384075,1571.039333,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.819999933,2.920000076,1606.195503,1643.084126,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2003,51.04757249,1572.863075,2.671999931,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,2.819999933,1571.039333,1606.195503,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2004,50.85518707,1582.388263,2.542999983,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.671999931,2.763999939,1572.863075,1571.039333,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2005,50.5749523,1646.343987,2.40899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.542999983,2.671999931,1582.388263,1572.863075,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2006,50.49378601,1695.727314,2.236000061,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.40899992,2.542999983,1646.343987,1582.388263,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2007,50.33308122,1784.85298,2.082999945,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.236000061,2.40899992,1695.727314,1646.343987,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2008,50.16350445,1736.786306,1.980999947,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.082999945,2.236000061,1784.85298,1695.727314,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2009,49.82989043,1811.1304,2.048000097,Misdemeanor,East Asia & Pacific,0,Normal,No,No,1.980999947,2.082999945,1736.786306,1784.85298,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2010,49.46204659,1949.352518,2.002000093,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.048000097,1.980999947,1811.1304,1736.786306,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2011,49.09280893,1928.29268,2.619999886,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.002000093,2.048000097,1949.352518,1811.1304,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2012,48.6852692,1976.098783,2.630000114,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.619999886,2.002000093,1928.29268,1949.352518,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2013,48.27904788,2010.225863,2.64199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.630000114,2.619999886,1976.098783,1928.29268,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2014,47.81755264,2237.00386,2.601000071,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.64199996,2.630000114,2010.225863,1976.098783,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2015,47.43564161,2400.503936,2.572999954,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.601000071,2.64199996,2237.00386,2010.225863,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2016,46.96711692,2448.861249,2.539000034,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.572999954,2.601000071,2400.503936,2237.00386,Lower-Middle
Deaths,Papua New Guinea,Male,40 to 44,Self-harm,Rate,2017,46.59249347,2485.529266,2.480000019,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.539000034,2.572999954,2448.861249,2400.503936,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1991,44.0229107,1490.760347,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1992,43.15780757,1658.378602,2.802000046,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,,1490.760347,,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1993,42.1749309,1915.549642,2.878000021,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.802000046,2.763999939,1658.378602,1490.760347,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1994,41.3439083,1982.658115,2.89199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.878000021,2.802000046,1915.549642,1658.378602,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1995,41.01278452,1872.11811,2.897000074,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.89199996,2.878000021,1982.658115,1915.549642,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1996,40.46734677,1968.630715,2.90899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.897000074,2.89199996,1872.11811,1982.658115,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1997,40.12010901,1845.783984,2.898999929,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.90899992,2.897000074,1968.630715,1872.11811,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1998,39.67860399,1733.21643,2.895999908,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.898999929,2.90899992,1845.783984,1968.630715,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,1999,39.01375456,1723.869456,2.934999943,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.895999908,2.898999929,1733.21643,1845.783984,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2000,37.89241933,1643.084126,2.920000076,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.934999943,2.895999908,1723.869456,1733.21643,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2001,37.4870748,1606.195503,2.819999933,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.920000076,2.934999943,1643.084126,1723.869456,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2002,37.26894921,1571.039333,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.819999933,2.920000076,1606.195503,1643.084126,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2003,37.29464121,1572.863075,2.671999931,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,2.819999933,1571.039333,1606.195503,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2004,37.27290076,1582.388263,2.542999983,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.671999931,2.763999939,1572.863075,1571.039333,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2005,37.17548818,1646.343987,2.40899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.542999983,2.671999931,1582.388263,1572.863075,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2006,37.16985994,1695.727314,2.236000061,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.40899992,2.542999983,1646.343987,1582.388263,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2007,37.0850686,1784.85298,2.082999945,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.236000061,2.40899992,1695.727314,1646.343987,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2008,36.98542572,1736.786306,1.980999947,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.082999945,2.236000061,1784.85298,1695.727314,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2009,36.7393037,1811.1304,2.048000097,Misdemeanor,East Asia & Pacific,0,Normal,No,No,1.980999947,2.082999945,1736.786306,1784.85298,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2010,36.47689993,1949.352518,2.002000093,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.048000097,1.980999947,1811.1304,1736.786306,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2011,36.18813821,1928.29268,2.619999886,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.002000093,2.048000097,1949.352518,1811.1304,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2012,35.84957048,1976.098783,2.630000114,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.619999886,2.002000093,1928.29268,1949.352518,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2013,35.51277351,2010.225863,2.64199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.630000114,2.619999886,1976.098783,1928.29268,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2014,35.1173605,2237.00386,2.601000071,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.64199996,2.630000114,2010.225863,1976.098783,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2015,34.81386042,2400.503936,2.572999954,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.601000071,2.64199996,2237.00386,2010.225863,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2016,34.45208039,2448.861249,2.539000034,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.572999954,2.601000071,2400.503936,2237.00386,Lower-Middle
Deaths,Papua New Guinea,Male,45 to 49,Self-harm,Rate,2017,34.22413544,2485.529266,2.480000019,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.539000034,2.572999954,2448.861249,2400.503936,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1991,35.64288253,1490.760347,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1992,35.25258941,1658.378602,2.802000046,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,,1490.760347,,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1993,34.69992924,1915.549642,2.878000021,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.802000046,2.763999939,1658.378602,1490.760347,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1994,34.19617318,1982.658115,2.89199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.878000021,2.802000046,1915.549642,1658.378602,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1995,33.89892938,1872.11811,2.897000074,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.89199996,2.878000021,1982.658115,1915.549642,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1996,33.37995129,1968.630715,2.90899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.897000074,2.89199996,1872.11811,1982.658115,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1997,32.74386181,1845.783984,2.898999929,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.90899992,2.897000074,1968.630715,1872.11811,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1998,32.18265274,1733.21643,2.895999908,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.898999929,2.90899992,1845.783984,1968.630715,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,1999,31.72307491,1723.869456,2.934999943,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.895999908,2.898999929,1733.21643,1845.783984,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2000,31.46130998,1643.084126,2.920000076,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.934999943,2.895999908,1723.869456,1733.21643,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2001,31.39065939,1606.195503,2.819999933,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.920000076,2.934999943,1643.084126,1723.869456,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2002,31.43181878,1571.039333,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.819999933,2.920000076,1606.195503,1643.084126,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2003,31.53333492,1572.863075,2.671999931,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,2.819999933,1571.039333,1606.195503,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2004,31.37476662,1582.388263,2.542999983,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.671999931,2.763999939,1572.863075,1571.039333,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2005,30.89896278,1646.343987,2.40899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.542999983,2.671999931,1582.388263,1572.863075,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2006,30.77450381,1695.727314,2.236000061,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.40899992,2.542999983,1646.343987,1582.388263,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2007,30.67390983,1784.85298,2.082999945,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.236000061,2.40899992,1695.727314,1646.343987,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2008,30.63464672,1736.786306,1.980999947,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.082999945,2.236000061,1784.85298,1695.727314,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2009,30.50323453,1811.1304,2.048000097,Misdemeanor,East Asia & Pacific,0,Normal,No,No,1.980999947,2.082999945,1736.786306,1784.85298,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2010,30.34388265,1949.352518,2.002000093,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.048000097,1.980999947,1811.1304,1736.786306,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2011,30.14518928,1928.29268,2.619999886,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.002000093,2.048000097,1949.352518,1811.1304,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2012,29.95736118,1976.098783,2.630000114,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.619999886,2.002000093,1928.29268,1949.352518,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2013,29.75766531,2010.225863,2.64199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.630000114,2.619999886,1976.098783,1928.29268,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2014,29.49796639,2237.00386,2.601000071,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.64199996,2.630000114,2010.225863,1976.098783,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2015,29.30098934,2400.503936,2.572999954,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.601000071,2.64199996,2237.00386,2010.225863,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2016,29.02862974,2448.861249,2.539000034,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.572999954,2.601000071,2400.503936,2237.00386,Lower-Middle
Deaths,Papua New Guinea,Male,50 to 54,Self-harm,Rate,2017,28.82767766,2485.529266,2.480000019,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.539000034,2.572999954,2448.861249,2400.503936,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1991,36.82916347,1490.760347,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1992,36.65920677,1658.378602,2.802000046,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,,1490.760347,,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1993,36.37545407,1915.549642,2.878000021,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.802000046,2.763999939,1658.378602,1490.760347,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1994,35.99215737,1982.658115,2.89199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.878000021,2.802000046,1915.549642,1658.378602,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1995,35.48446409,1872.11811,2.897000074,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.89199996,2.878000021,1982.658115,1915.549642,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1996,35.15481866,1968.630715,2.90899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.897000074,2.89199996,1872.11811,1982.658115,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1997,34.85603564,1845.783984,2.898999929,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.90899992,2.897000074,1968.630715,1872.11811,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1998,34.48433206,1733.21643,2.895999908,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.898999929,2.90899992,1845.783984,1968.630715,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,1999,34.1363138,1723.869456,2.934999943,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.895999908,2.898999929,1733.21643,1845.783984,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2000,33.80914398,1643.084126,2.920000076,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.934999943,2.895999908,1723.869456,1733.21643,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2001,33.54072618,1606.195503,2.819999933,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.920000076,2.934999943,1643.084126,1723.869456,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2002,33.15729541,1571.039333,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.819999933,2.920000076,1606.195503,1643.084126,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2003,32.99597355,1572.863075,2.671999931,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.763999939,2.819999933,1571.039333,1606.195503,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2004,32.8836512,1582.388263,2.542999983,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.671999931,2.763999939,1572.863075,1571.039333,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2005,33.04901717,1646.343987,2.40899992,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.542999983,2.671999931,1582.388263,1572.863075,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2006,33.16956141,1695.727314,2.236000061,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.40899992,2.542999983,1646.343987,1582.388263,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2007,33.3105104,1784.85298,2.082999945,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.236000061,2.40899992,1695.727314,1646.343987,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2008,33.40769104,1736.786306,1.980999947,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.082999945,2.236000061,1784.85298,1695.727314,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2009,33.2554436,1811.1304,2.048000097,Misdemeanor,East Asia & Pacific,0,Normal,No,No,1.980999947,2.082999945,1736.786306,1784.85298,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2010,32.83527674,1949.352518,2.002000093,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.048000097,1.980999947,1811.1304,1736.786306,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2011,32.6514453,1928.29268,2.619999886,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.002000093,2.048000097,1949.352518,1811.1304,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2012,32.50741644,1976.098783,2.630000114,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.619999886,2.002000093,1928.29268,1949.352518,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2013,32.37889677,2010.225863,2.64199996,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.630000114,2.619999886,1976.098783,1928.29268,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2014,32.20826304,2237.00386,2.601000071,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.64199996,2.630000114,2010.225863,1976.098783,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2015,32.10528797,2400.503936,2.572999954,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.601000071,2.64199996,2237.00386,2010.225863,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2016,31.88356009,2448.861249,2.539000034,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.572999954,2.601000071,2400.503936,2237.00386,Lower-Middle
Deaths,Papua New Guinea,Male,55 to 59,Self-harm,Rate,2017,31.70696717,2485.529266,2.480000019,Misdemeanor,East Asia & Pacific,0,Normal,No,No,2.539000034,2.572999954,2448.861249,2400.503936,Lower-Middle
Deaths,Papua New Guinea,Male,60 to 64,Self-harm,Rate,1991,31.12157959,1490.760347,2.763999939,Misdemeanor,East Asia & Pacific,0,Normal,No,No,,,,,Lower-Middle
