Region/Country/Area,Year,Series,Value
Jordan,2005,"Theft at the national level, rate per 100,000 population",124.5
Jordan,2006,"Assault rate per 100,000 population",258.3
Jordan,2006,"Kidnapping at the national level, rate per 100,000",0.6
Jordan,2006,"Theft at the national level, rate per 100,000 population",147.2
Jordan,2010,"Intentional homicide rates per 100,000",1.7
Jordan,2010,"Percentage of male and female intentional homicide victims, Male",2.2
Jordan,2010,"Percentage of male and female intentional homicide victims, Female",1.1
Jordan,2010,"Theft at the national level, rate per 100,000 population",176.0
Jordan,2012,"Intentional homicide rates per 100,000",2.2
Jordan,2012,"Percentage of male and female intentional homicide victims, Male",3.7
Jordan,2012,"Percentage of male and female intentional homicide victims, Female",0.7
Jordan,2012,"Theft at the national level, rate per 100,000 population",187.3
Jordan,2015,"Intentional homicide rates per 100,000",1.6
Jordan,2022,"Intentional homicide rates per 100,000",1.1
Jordan,2022,"Percentage of male and female intentional homicide victims, Male",1.5
Jordan,2022,"Percentage of male and female intentional homicide victims, Female",0.7
Jordan,2022,"Assault rate per 100,000 population",6.6
Jordan,2022,"Kidnapping at the national level, rate per 100,000",1.9
Jordan,2022,"Theft at the national level, rate per 100,000 population",93.8
Jordan,2022,"Total Sexual Violence at the national level, rate per 100,000",8.8
Kazakhstan,2004,"Intentional homicide rates per 100,000",13.5
Kazakhstan,2005,"Kidnapping at the national level, rate per 100,000",0.6
Kazakhstan,2005,"Theft at the national level, rate per 100,000 population",403.3
Kazakhstan,2010,"Intentional homicide rates per 100,000",8.3
Kazakhstan,2010,"Percentage of male and female intentional homicide victims, Male",13.2
Kazakhstan,2010,"Percentage of male and female intentional homicide victims, Female",3.9
Kazakhstan,2010,"Assault rate per 100,000 population",9.6
Kazakhstan,2010,"Kidnapping at the national level, rate per 100,000",0.8
Kazakhstan,2010,"Theft at the national level, rate per 100,000 population",360.8
Kazakhstan,2010,"Total Sexual Violence at the national level, rate per 100,000",2.1
Kazakhstan,2015,"Intentional homicide rates per 100,000",4.8
Kazakhstan,2015,"Percentage of male and female intentional homicide victims, Male",7.1
Kazakhstan,2015,"Percentage of male and female intentional homicide victims, Female",2.7
Kazakhstan,2015,"Assault rate per 100,000 population",5.0
Kazakhstan,2015,"Kidnapping at the national level, rate per 100,000",0.4
Kazakhstan,2015,"Theft at the national level, rate per 100,000 population","1,171.3"
Kazakhstan,2015,"Total Sexual Violence at the national level, rate per 100,000",2.6
Kazakhstan,2017,"Intentional homicide rates per 100,000",5.0
Kazakhstan,2017,"Percentage of male and female intentional homicide victims, Male",7.9
Kazakhstan,2017,"Percentage of male and female intentional homicide victims, Female",2.3
Kazakhstan,2017,"Assault rate per 100,000 population",11.2
Kazakhstan,2017,"Kidnapping at the national level, rate per 100,000",0.4
Kazakhstan,2017,"Total Sexual Violence at the national level, rate per 100,000",11.6
Kazakhstan,2020,"Intentional homicide rates per 100,000",3.2
Kazakhstan,2020,"Percentage of male and female intentional homicide victims, Male",5.0
Kazakhstan,2020,"Percentage of male and female intentional homicide victims, Female",1.5
Kazakhstan,2022,"Intentional homicide rates per 100,000",2.6
Kenya,2005,"Intentional homicide rates per 100,000",3.0
Kenya,2005,"Assault rate per 100,000 population",35.5
Kenya,2005,"Kidnapping at the national level, rate per 100,000",0.4
Kenya,2005,"Theft at the national level, rate per 100,000 population",34.0
Kenya,2005,"Total Sexual Violence at the national level, rate per 100,000",7.2
Kenya,2010,"Intentional homicide rates per 100,000",4.6
Kenya,2010,"Assault rate per 100,000 population",33.9
Kenya,2010,"Kidnapping at the national level, rate per 100,000",0.2
Kenya,2010,"Theft at the national level, rate per 100,000 population",28.9
Kenya,2010,"Total Sexual Violence at the national level, rate per 100,000",11.6
Kenya,2015,"Intentional homicide rates per 100,000",4.8
Kenya,2015,"Percentage of male and female intentional homicide victims, Male",7.1
Kenya,2015,"Percentage of male and female intentional homicide victims, Female",2.6
Kenya,2015,"Assault rate per 100,000 population",31.8
Kenya,2015,"Kidnapping at the national level, rate per 100,000",0.2
Kenya,2015,"Theft at the national level, rate per 100,000 population",2.4
Kenya,2015,"Total Sexual Violence at the national level, rate per 100,000",13.2
Kenya,2022,"Intentional homicide rates per 100,000",4.9
Kenya,2022,"Percentage of male and female intentional homicide victims, Male",7.2
Kenya,2022,"Percentage of male and female intentional homicide victims, Female",2.7
Kenya,2022,"Assault rate per 100,000 population",41.8
Kenya,2022,"Kidnapping at the national level, rate per 100,000",0.1
Kenya,2022,"Theft at the national level, rate per 100,000 population",27.2
Kenya,2022,"Total Sexual Violence at the national level, rate per 100,000",13.3
Kiribati,2001,"Intentional homicide rates per 100,000",4.4
Kiribati,2010,"Intentional homicide rates per 100,000",3.7
Kiribati,2012,"Intentional homicide rates per 100,000",7.2
Kosovo,2010,"Intentional homicide rates per 100,000",5.9
Kosovo,2010,"Percentage of male and female intentional homicide victims, Male",9.6
Kosovo,2010,"Percentage of male and female intentional homicide victims, Female",2.2
Kosovo,2010,"Assault rate per 100,000 population",209.8
Kosovo,2010,"Kidnapping at the national level, rate per 100,000",2.4
Kosovo,2010,"Theft at the national level, rate per 100,000 population",849.8
Kosovo,2010,"Total Sexual Violence at the national level, rate per 100,000",8.3
Kosovo,2015,"Intentional homicide rates per 100,000",2.4
Kosovo,2015,"Percentage of male and female intentional homicide victims, Male",3.6
Kosovo,2015,"Percentage of male and female intentional homicide victims, Female",1.1
Kosovo,2015,"Assault rate per 100,000 population",22.3
Kosovo,2015,"Kidnapping at the national level, rate per 100,000",1.4
Kosovo,2015,"Theft at the national level, rate per 100,000 population",698.9
Kosovo,2015,"Total Sexual Violence at the national level, rate per 100,000",13.9
Kosovo,2019,"Intentional homicide rates per 100,000",1.4
Kosovo,2019,"Percentage of male and female intentional homicide victims, Male",2.5
Kosovo,2019,"Percentage of male and female intentional homicide victims, Female",0.4
Kosovo,2019,"Assault rate per 100,000 population",16.3
Kosovo,2019,"Kidnapping at the national level, rate per 100,000",1.2
Kosovo,2019,"Theft at the national level, rate per 100,000 population",286.4
Kosovo,2019,"Total Sexual Violence at the national level, rate per 100,000",9.1
Kosovo,2020,"Intentional homicide rates per 100,000",2.2
Kosovo,2020,"Percentage of male and female intentional homicide victims, Male",3.5
Kosovo,2020,"Percentage of male and female intentional homicide victims, Female",1.0
Kosovo,2020,"Assault rate per 100,000 population",16.4
Kosovo,2020,"Kidnapping at the national level, rate per 100,000",0.9
Kosovo,2020,"Theft at the national level, rate per 100,000 population",252.8
Kosovo,2021,"Intentional homicide rates per 100,000",2.0
Kosovo,2021,"Percentage of male and female intentional homicide victims, Male",3.6
Kosovo,2021,"Percentage of male and female intentional homicide victims, Female",0.4
Kosovo,2021,"Assault rate per 100,000 population",19.0
Kosovo,2021,"Kidnapping at the national level, rate per 100,000",0.6
Kuwait,2005,"Intentional homicide rates per 100,000",1.8
Kuwait,2005,"Percentage of male and female intentional homicide victims, Male",1.9
Kuwait,2005,"Percentage of male and female intentional homicide victims, Female",1.7
Kuwait,2005,"Assault rate per 100,000 population",26.6
Kuwait,2005,"Kidnapping at the national level, rate per 100,000",12.5
Kuwait,2005,"Theft at the national level, rate per 100,000 population",438.0
Kuwait,2005,"Total Sexual Violence at the national level, rate per 100,000",16.6
Kuwait,2009,"Intentional homicide rates per 100,000",1.8
Kuwait,2009,"Percentage of male and female intentional homicide victims, Male",2.3
Kuwait,2009,"Percentage of male and female intentional homicide victims, Female",1.0
Kuwait,2009,"Assault rate per 100,000 population",24.5
Kuwait,2009,"Kidnapping at the national level, rate per 100,000",12.8
Kuwait,2009,"Theft at the national level, rate per 100,000 population",290.8
Kuwait,2009,"Total Sexual Violence at the national level, rate per 100,000",18.2
Kuwait,2010,"Intentional homicide rates per 100,000",2.0
Kuwait,2010,"Percentage of male and female intentional homicide victims, Male",2.8
Kuwait,2010,"Percentage of male and female intentional homicide victims, Female",1.0
Kuwait,2012,"Intentional homicide rates per 100,000",1.8
Kuwait,2012,"Percentage of male and female intentional homicide victims, Male",2.6
Kuwait,2012,"Percentage of male and female intentional homicide victims, Female",0.7
Kuwait,2020,"Intentional homicide rates per 100,000",0.3
Kuwait,2020,"Percentage of male and female intentional homicide victims, Male",1.1
Kuwait,2020,"Percentage of male and female intentional homicide victims, Female",1.1
Kyrgyzstan,2005,"Assault rate per 100,000 population",5.1
Kyrgyzstan,2005,"Kidnapping at the national level, rate per 100,000",0.5
Kyrgyzstan,2005,"Theft at the national level, rate per 100,000 population",237.5
Kyrgyzstan,2010,"Assault rate per 100,000 population",9.8
Kyrgyzstan,2010,"Kidnapping at the national level, rate per 100,000",1.5
Kyrgyzstan,2010,"Theft at the national level, rate per 100,000 population",180.3
Kyrgyzstan,2015,"Assault rate per 100,000 population",6.1
Kyrgyzstan,2015,"Kidnapping at the national level, rate per 100,000",0.9
Kyrgyzstan,2015,"Theft at the national level, rate per 100,000 population",167.3
Kyrgyzstan,2018,"Assault rate per 100,000 population",0.9
Kyrgyzstan,2018,"Kidnapping at the national level, rate per 100,000",0.3
Kyrgyzstan,2018,"Theft at the national level, rate per 100,000 population",196.8
Kyrgyzstan,2020,"Assault rate per 100,000 population",0.5
Kyrgyzstan,2020,"Theft at the national level, rate per 100,000 population",244.0
LDC§,2005,"Intentional homicide rates per 100,000",8.0
LDC§,2010,"Intentional homicide rates per 100,000",8.0
LDC§,2015,"Intentional homicide rates per 100,000",8.4
LDC§,2022,"Intentional homicide rates per 100,000",8.5
LLDCs,2005,"Intentional homicide rates per 100,000",8.2
LLDCs,2005,"Percentage of male and female intentional homicide victims, Male",13.4
LLDCs,2005,"Percentage of male and female intentional homicide victims, Female",3.2
LLDCs,2010,"Intentional homicide rates per 100,000",7.6
LLDCs,2010,"Percentage of male and female intentional homicide victims, Male",12.2
LLDCs,2010,"Percentage of male and female intentional homicide victims, Female",3.0
LLDCs,2015,"Intentional homicide rates per 100,000",7.7
LLDCs,2015,"Percentage of male and female intentional homicide victims, Male",12.7
LLDCs,2015,"Percentage of male and female intentional homicide victims, Female",2.9
LLDCs,2022,"Intentional homicide rates per 100,000",7.1
LLDCs,2022,"Percentage of male and female intentional homicide victims, Male",11.6
LLDCs,2022,"Percentage of male and female intentional homicide victims, Female",2.7
Latin America & the Caribbean,2005,"Intentional homicide rates per 100,000",20.4
Latin America & the Caribbean,2005,"Percentage of male and female intentional homicide victims, Male",37.4
Latin America & the Caribbean,2005,"Percentage of male and female intentional homicide victims, Female",3.7
Latin America & the Caribbean,2010,"Intentional homicide rates per 100,000",23.8
Latin America & the Caribbean,2010,"Percentage of male and female intentional homicide victims, Male",43.7
Latin America & the Caribbean,2010,"Percentage of male and female intentional homicide victims, Female",4.2
Latin America & the Caribbean,2015,"Intentional homicide rates per 100,000",22.6
Latin America & the Caribbean,2015,"Percentage of male and female intentional homicide victims, Male",41.5
Latin America & the Caribbean,2015,"Percentage of male and female intentional homicide victims, Female",4.1
Latin America & the Caribbean,2022,"Intentional homicide rates per 100,000",19.6
Latin America & the Caribbean,2022,"Percentage of male and female intentional homicide victims, Male",35.9
Latin America & the Caribbean,2022,"Percentage of male and female intentional homicide victims, Female",3.8
Latvia,2002,"Intentional homicide rates per 100,000",9.2
Latvia,2005,"Assault rate per 100,000 population",49.3
Latvia,2005,"Kidnapping at the national level, rate per 100,000",0.3
Latvia,2005,"Theft at the national level, rate per 100,000 population","1,087.6"
Latvia,2005,"Total Sexual Violence at the national level, rate per 100,000",32.3
Latvia,2010,"Assault rate per 100,000 population",58.3
Latvia,2010,"Kidnapping at the national level, rate per 100,000",0.4
Latvia,2010,"Theft at the national level, rate per 100,000 population","1,221.0"
Latvia,2010,"Total Sexual Violence at the national level, rate per 100,000",11.0
Latvia,2015,"Intentional homicide rates per 100,000",3.4
Latvia,2015,"Percentage of male and female intentional homicide victims, Male",4.1
Latvia,2015,"Percentage of male and female intentional homicide victims, Female",2.7
Latvia,2015,"Assault rate per 100,000 population",26.8
Latvia,2015,"Kidnapping at the national level, rate per 100,000",0.9
Latvia,2015,"Theft at the national level, rate per 100,000 population",973.3
Latvia,2015,"Total Sexual Violence at the national level, rate per 100,000",23.4
Latvia,2021,"Intentional homicide rates per 100,000",3.0
Latvia,2021,"Percentage of male and female intentional homicide victims, Male",2.4
Latvia,2021,"Percentage of male and female intentional homicide victims, Female",3.6
Latvia,2021,"Assault rate per 100,000 population",29.3
Latvia,2021,"Kidnapping at the national level, rate per 100,000",0.3
Latvia,2021,"Theft at the national level, rate per 100,000 population",421.6
Latvia,2021,"Total Sexual Violence at the national level, rate per 100,000",17.9
Latvia,2022,"Intentional homicide rates per 100,000",3.6
Latvia,2022,"Percentage of male and female intentional homicide victims, Male",3.0
Latvia,2022,"Percentage of male and female intentional homicide victims, Female",4.0
Latvia,2022,"Assault rate per 100,000 population",29.1
Latvia,2022,"Kidnapping at the national level, rate per 100,000",0.6
Latvia,2022,"Theft at the national level, rate per 100,000 population",522.0
Lebanon,2010,"Intentional homicide rates per 100,000",3.3
Lebanon,2010,"Percentage of male and female intentional homicide victims, Male",2.8
Lebanon,2010,"Percentage of male and female intentional homicide victims, Female",1.0
Lebanon,2010,"Assault rate per 100,000 population",190.1
Lebanon,2010,"Kidnapping at the national level, rate per 100,000",11.2
Lebanon,2010,"Theft at the national level, rate per 100,000 population",574.8
Lebanon,2010,"Total Sexual Violence at the national level, rate per 100,000",4.2
Lebanon,2015,"Intentional homicide rates per 100,000",3.6
Lebanon,2015,"Percentage of male and female intentional homicide victims, Male",4.0
Lebanon,2015,"Percentage of male and female intentional homicide victims, Female",0.7
Lebanon,2015,"Assault rate per 100,000 population",121.4
Lebanon,2015,"Kidnapping at the national level, rate per 100,000",15.7
Lebanon,2015,"Theft at the national level, rate per 100,000 population",391.2
Lebanon,2015,"Total Sexual Violence at the national level, rate per 100,000",3.2
Lebanon,2016,"Intentional homicide rates per 100,000",3.8
Lebanon,2016,"Percentage of male and female intentional homicide victims, Male",3.5
Lebanon,2016,"Percentage of male and female intentional homicide victims, Female",0.7
Lebanon,2016,"Assault rate per 100,000 population",119.7
Lebanon,2016,"Total Sexual Violence at the national level, rate per 100,000",3.0
Lebanon,2020,"Intentional homicide rates per 100,000",2.3
Lebanon,2020,"Percentage of male and female intentional homicide victims, Male",5.6
Lebanon,2020,"Percentage of male and female intentional homicide victims, Female",1.0
Lebanon,2020,"Total Sexual Violence at the national level, rate per 100,000",0.8
Lebanon,2021,"Total Sexual Violence at the national level, rate per 100,000",0.3
Lesotho,2008,"Intentional homicide rates per 100,000",37.7
Lesotho,2008,"Assault rate per 100,000 population",499.1
Lesotho,2008,"Kidnapping at the national level, rate per 100,000",2.0
Lesotho,2008,"Theft at the national level, rate per 100,000 population",249.0
Lesotho,2009,"Assault rate per 100,000 population",364.9
Lesotho,2009,"Kidnapping at the national level, rate per 100,000",3.1
Lesotho,2009,"Theft at the national level, rate per 100,000 population",223.8
Liberia,2010,"Intentional homicide rates per 100,000",3.2
Liberia,2012,"Intentional homicide rates per 100,000",3.1
Liechtenstein,2004,"Intentional homicide rates per 100,000",2.9
Liechtenstein,2004,"Assault rate per 100,000 population",204.1
Liechtenstein,2004,"Theft at the national level, rate per 100,000 population",416.9
Liechtenstein,2004,"Total Sexual Violence at the national level, rate per 100,000",20.4
Liechtenstein,2005,"Assault rate per 100,000 population",205.2
Liechtenstein,2005,"Kidnapping at the national level, rate per 100,000",0.0
Liechtenstein,2005,"Theft at the national level, rate per 100,000 population",505.7
Liechtenstein,2005,"Total Sexual Violence at the national level, rate per 100,000",52.0
Liechtenstein,2010,"Intentional homicide rates per 100,000",2.8
Liechtenstein,2010,"Percentage of male and female intentional homicide victims, Male",5.6
Liechtenstein,2010,"Percentage of male and female intentional homicide victims, Female",0.0
Liechtenstein,2010,"Assault rate per 100,000 population",214.3
Liechtenstein,2010,"Kidnapping at the national level, rate per 100,000",0.0
Liechtenstein,2010,"Theft at the national level, rate per 100,000 population",484.3
Liechtenstein,2010,"Total Sexual Violence at the national level, rate per 100,000",16.7
Liechtenstein,2015,"Intentional homicide rates per 100,000",0.0
Liechtenstein,2015,"Percentage of male and female intentional homicide victims, Male",0.0
Liechtenstein,2015,"Percentage of male and female intentional homicide victims, Female",0.0
Liechtenstein,2015,"Assault rate per 100,000 population",216.8
Liechtenstein,2015,"Kidnapping at the national level, rate per 100,000",0.0
Liechtenstein,2015,"Theft at the national level, rate per 100,000 population",516.7
Liechtenstein,2015,"Total Sexual Violence at the national level, rate per 100,000",24.1
Liechtenstein,2021,"Intentional homicide rates per 100,000",5.1
Liechtenstein,2021,"Percentage of male and female intentional homicide victims, Male",5.2
Liechtenstein,2021,"Percentage of male and female intentional homicide victims, Female",5.1
Liechtenstein,2021,"Assault rate per 100,000 population",153.7
Liechtenstein,2021,"Kidnapping at the national level, rate per 100,000",0.0
Liechtenstein,2021,"Theft at the national level, rate per 100,000 population",471.3
Liechtenstein,2021,"Total Sexual Violence at the national level, rate per 100,000",15.4
Liechtenstein,2022,"Assault rate per 100,000 population",259.4
Liechtenstein,2022,"Kidnapping at the national level, rate per 100,000",0.0
Liechtenstein,2022,"Theft at the national level, rate per 100,000 population",645.9
Liechtenstein,2022,"Total Sexual Violence at the national level, rate per 100,000",35.6
Lithuania,2005,"Intentional homicide rates per 100,000",11.0
Lithuania,2005,"Percentage of male and female intentional homicide victims, Male",17.5
Lithuania,2005,"Percentage of male and female intentional homicide victims, Female",5.5
Lithuania,2005,"Assault rate per 100,000 population",12.1
Lithuania,2005,"Kidnapping at the national level, rate per 100,000",2.1
Lithuania,2005,"Theft at the national level, rate per 100,000 population",818.7
Lithuania,2005,"Total Sexual Violence at the national level, rate per 100,000",16.5
Lithuania,2010,"Intentional homicide rates per 100,000",7.0
Lithuania,2010,"Percentage of male and female intentional homicide victims, Male",10.0
Lithuania,2010,"Percentage of male and female intentional homicide victims, Female",4.4
Lithuania,2010,"Assault rate per 100,000 population",7.8
Lithuania,2010,"Kidnapping at the national level, rate per 100,000",2.2
Lithuania,2010,"Theft at the national level, rate per 100,000 population",845.2
Lithuania,2010,"Total Sexual Violence at the national level, rate per 100,000",16.4
Lithuania,2015,"Intentional homicide rates per 100,000",5.8
Lithuania,2015,"Percentage of male and female intentional homicide victims, Male",9.0
Lithuania,2015,"Percentage of male and female intentional homicide victims, Female",3.1
Lithuania,2015,"Assault rate per 100,000 population",7.2
Lithuania,2015,"Kidnapping at the national level, rate per 100,000",0.0
Lithuania,2015,"Theft at the national level, rate per 100,000 population",768.7
Lithuania,2015,"Total Sexual Violence at the national level, rate per 100,000",8.9
Lithuania,2022,"Intentional homicide rates per 100,000",2.4
Lithuania,2022,"Percentage of male and female intentional homicide victims, Male",2.9
Lithuania,2022,"Percentage of male and female intentional homicide victims, Female",2.0
Lithuania,2022,"Assault rate per 100,000 population",5.3
Lithuania,2022,"Kidnapping at the national level, rate per 100,000",0.0
Lithuania,2022,"Theft at the national level, rate per 100,000 population",350.1
Lithuania,2022,"Total Sexual Violence at the national level, rate per 100,000",5.1
Luxembourg,2004,"Intentional homicide rates per 100,000",0.4
Luxembourg,2004,"Percentage of male and female intentional homicide victims, Male",0.4
Luxembourg,2004,"Percentage of male and female intentional homicide victims, Female",0.4
Luxembourg,2005,"Intentional homicide rates per 100,000",0.9
Luxembourg,2010,"Intentional homicide rates per 100,000",2.0
Luxembourg,2010,"Percentage of male and female intentional homicide victims, Male",2.0
Luxembourg,2010,"Percentage of male and female intentional homicide victims, Female",2.0
Luxembourg,2010,"Assault rate per 100,000 population",488.1
Luxembourg,2010,"Kidnapping at the national level, rate per 100,000",5.3
Luxembourg,2010,"Theft at the national level, rate per 100,000 population","1,423.5"
Luxembourg,2010,"Total Sexual Violence at the national level, rate per 100,000",41.6
Luxembourg,2014,"Intentional homicide rates per 100,000",0.7
Luxembourg,2014,"Percentage of male and female intentional homicide victims, Male",0.7
Luxembourg,2014,"Percentage of male and female intentional homicide victims, Female",0.7
Luxembourg,2014,"Assault rate per 100,000 population",130.9
Luxembourg,2014,"Kidnapping at the national level, rate per 100,000",9.4
Luxembourg,2014,"Theft at the national level, rate per 100,000 population","1,844.9"
Luxembourg,2014,"Total Sexual Violence at the national level, rate per 100,000",64.6
Luxembourg,2015,"Intentional homicide rates per 100,000",0.9
Luxembourg,2015,"Assault rate per 100,000 population",106.8
Luxembourg,2015,"Kidnapping at the national level, rate per 100,000",9.3
Luxembourg,2015,"Theft at the national level, rate per 100,000 population","1,614.5"
Luxembourg,2015,"Total Sexual Violence at the national level, rate per 100,000",57.6
Luxembourg,2022,"Intentional homicide rates per 100,000",1.5
Luxembourg,2022,"Percentage of male and female intentional homicide victims, Male",1.5
Luxembourg,2022,"Percentage of male and female intentional homicide victims, Female",1.6
Luxembourg,2022,"Assault rate per 100,000 population",107.5
Luxembourg,2022,"Kidnapping at the national level, rate per 100,000",8.0
Luxembourg,2022,"Theft at the national level, rate per 100,000 population","2,511.4"
Luxembourg,2022,"Total Sexual Violence at the national level, rate per 100,000",60.5
Madagascar,2010,"Assault rate per 100,000 population",15.9
Madagascar,2010,"Kidnapping at the national level, rate per 100,000",0.0
Madagascar,2010,"Theft at the national level, rate per 100,000 population",0.3
Madagascar,2010,"Total Sexual Violence at the national level, rate per 100,000",3.2
Madagascar,2015,"Assault rate per 100,000 population",8.8
Madagascar,2015,"Kidnapping at the national level, rate per 100,000",0.0
Madagascar,2015,"Theft at the national level, rate per 100,000 population",0.9
Madagascar,2015,"Total Sexual Violence at the national level, rate per 100,000",4.5
Malawi,2005,"Intentional homicide rates per 100,000",1.6
Malawi,2010,"Intentional homicide rates per 100,000",3.5
Malawi,2012,"Intentional homicide rates per 100,000",1.8
Malaysia,2005,"Intentional homicide rates per 100,000",2.3
Malaysia,2005,"Assault rate per 100,000 population",16.4
Malaysia,2005,"Theft at the national level, rate per 100,000 population",132.4
Malaysia,2006,"Intentional homicide rates per 100,000",2.2
Malaysia,2006,"Assault rate per 100,000 population",21.6
Malaysia,2006,"Theft at the national level, rate per 100,000 population",140.1
Malaysia,2010,"Intentional homicide rates per 100,000",1.9
Malaysia,2015,"Intentional homicide rates per 100,000",1.6
Malaysia,2021,"Intentional homicide rates per 100,000",0.7
Malaysia,2021,"Assault rate per 100,000 population",12.1
Malaysia,2021,"Total Sexual Violence at the national level, rate per 100,000",9.6
Maldives,2002,"Intentional homicide rates per 100,000",2.7
Maldives,2004,"Kidnapping at the national level, rate per 100,000",0.3
Maldives,2010,"Intentional homicide rates per 100,000",1.7
Maldives,2010,"Kidnapping at the national level, rate per 100,000",7.2
Maldives,2010,"Theft at the national level, rate per 100,000 population","1,106.5"
Maldives,2010,"Total Sexual Violence at the national level, rate per 100,000",144.6
Maldives,2013,"Intentional homicide rates per 100,000",0.7
Maldives,2013,"Kidnapping at the national level, rate per 100,000",2.0
Maldives,2013,"Theft at the national level, rate per 100,000 population","1,667.7"
Maldives,2013,"Total Sexual Violence at the national level, rate per 100,000",143.0
Maldives,2015,"Intentional homicide rates per 100,000",0.9
Maldives,2015,"Percentage of male and female intentional homicide victims, Male",1.6
Maldives,2015,"Assault rate per 100,000 population",85.4
Maldives,2015,"Kidnapping at the national level, rate per 100,000",7.1
Maldives,2015,"Total Sexual Violence at the national level, rate per 100,000",126.3
Maldives,2017,"Intentional homicide rates per 100,000",7.2
Maldives,2017,"Percentage of male and female intentional homicide victims, Male",10.6
Maldives,2017,"Percentage of male and female intentional homicide victims, Female",2.5
Maldives,2017,"Assault rate per 100,000 population",74.9
Maldives,2017,"Kidnapping at the national level, rate per 100,000",7.2
Maldives,2017,"Total Sexual Violence at the national level, rate per 100,000",90.0
Maldives,2019,"Intentional homicide rates per 100,000",0.6
Malta,2005,"Intentional homicide rates per 100,000",1.0
Malta,2005,"Percentage of male and female intentional homicide victims, Male",1.0
Malta,2005,"Percentage of male and female intentional homicide victims, Female",1.0
Malta,2005,"Theft at the national level, rate per 100,000 population","2,343.2"
Malta,2010,"Intentional homicide rates per 100,000",1.0
Malta,2010,"Percentage of male and female intentional homicide victims, Male",1.4
Malta,2010,"Percentage of male and female intentional homicide victims, Female",0.5
Malta,2010,"Assault rate per 100,000 population",43.0
Malta,2010,"Kidnapping at the national level, rate per 100,000",0.0
Malta,2010,"Theft at the national level, rate per 100,000 population","1,855.3"
Malta,2010,"Total Sexual Violence at the national level, rate per 100,000",21.7
Malta,2015,"Intentional homicide rates per 100,000",0.9
Malta,2015,"Percentage of male and female intentional homicide victims, Male",0.9
Malta,2015,"Percentage of male and female intentional homicide victims, Female",0.9
Malta,2015,"Assault rate per 100,000 population",40.1
Malta,2015,"Kidnapping at the national level, rate per 100,000",0.0
Malta,2015,"Theft at the national level, rate per 100,000 population","1,895.2"
Malta,2015,"Total Sexual Violence at the national level, rate per 100,000",22.8
Malta,2021,"Intentional homicide rates per 100,000",0.4
Malta,2021,"Percentage of male and female intentional homicide victims, Male",0.7
Malta,2021,"Percentage of male and female intentional homicide victims, Female",0.0
Malta,2021,"Assault rate per 100,000 population",32.5
Malta,2021,"Kidnapping at the national level, rate per 100,000",0.0
Malta,2021,"Theft at the national level, rate per 100,000 population",665.2
Malta,2021,"Total Sexual Violence at the national level, rate per 100,000",26.2
Malta,2022,"Intentional homicide rates per 100,000",1.5
Malta,2022,"Assault rate per 100,000 population",41.3
Malta,2022,"Kidnapping at the national level, rate per 100,000",0.0
Malta,2022,"Theft at the national level, rate per 100,000 population",672.1
Malta,2022,"Total Sexual Violence at the national level, rate per 100,000",26.4
Martinique,2005,"Intentional homicide rates per 100,000",4.7
Martinique,2009,"Intentional homicide rates per 100,000",2.8
Martinique,2009,"Percentage of male and female intentional homicide victims, Male",4.4
Martinique,2009,"Percentage of male and female intentional homicide victims, Female",1.4
Mauritania,2020,"Intentional homicide rates per 100,000",1.0
Mauritius,2000,"Intentional homicide rates per 100,000",2.1
Mauritius,2000,"Percentage of male and female intentional homicide victims, Male",2.4
Mauritius,2000,"Percentage of male and female intentional homicide victims, Female",1.9
Mauritius,2005,"Percentage of male and female intentional homicide victims, Male",3.8
Mauritius,2005,"Percentage of male and female intentional homicide victims, Female",2.1
Mauritius,2005,"Assault rate per 100,000 population",9.7
Mauritius,2005,"Theft at the national level, rate per 100,000 population","1,138.7"
Mauritius,2005,"Total Sexual Violence at the national level, rate per 100,000",25.0
Mauritius,2010,"Intentional homicide rates per 100,000",2.6
Mauritius,2010,"Percentage of male and female intentional homicide victims, Male",3.9
Mauritius,2010,"Percentage of male and female intentional homicide victims, Female",1.2
Mauritius,2010,"Assault rate per 100,000 population",18.5
Mauritius,2010,"Kidnapping at the national level, rate per 100,000",2.7
Mauritius,2010,"Theft at the national level, rate per 100,000 population",840.2
Mauritius,2010,"Total Sexual Violence at the national level, rate per 100,000",33.7
Mauritius,2011,"Intentional homicide rates per 100,000",2.5
Mauritius,2011,"Percentage of male and female intentional homicide victims, Male",3.8
Mauritius,2011,"Percentage of male and female intentional homicide victims, Female",1.2
Mauritius,2011,"Assault rate per 100,000 population",17.9
Mauritius,2011,"Kidnapping at the national level, rate per 100,000",3.9
Mauritius,2011,"Theft at the national level, rate per 100,000 population",711.1
Mauritius,2011,"Total Sexual Violence at the national level, rate per 100,000",36.2
Mauritius,2015,"Intentional homicide rates per 100,000",1.6
Mauritius,2015,"Percentage of male and female intentional homicide victims, Male",2.3
Mauritius,2015,"Percentage of male and female intentional homicide victims, Female",0.9
Mauritius,2021,"Intentional homicide rates per 100,000",2.6
Mauritius,2021,"Percentage of male and female intentional homicide victims, Male",3.4
Mauritius,2021,"Percentage of male and female intentional homicide victims, Female",1.8
Mauritius,2021,"Assault rate per 100,000 population",20.9
Mauritius,2021,"Kidnapping at the national level, rate per 100,000",1.8
Mauritius,2021,"Total Sexual Violence at the national level, rate per 100,000",46.8
